Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
rifJ20,0,0,"-0,06758",0,0,0,"3,87","0,00670867","5,069E-05","-4,19E-05","0,010865","6,29E-06","0,010458",0,0,0,0,0,0,package://awjoint2080/meshes/rifJ20.STL,"0,79216","0,81961","0,93333",1,0,0,0,0,0,0,package://awjoint2080/meshes/rifJ20.STL,,J20-1,rifJ20,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
J20,0,0,"-0,007",0,0,0,"0,26","0,000225","-5,2E-07",0,"0,000225",0,"0,00042986",0,0,0,0,0,0,package://awjoint2080/meshes/J20.STL,"0,8902","0,8902","0,91373",1,0,0,0,0,0,0,package://awjoint2080/meshes/J20.STL,,D103646-1,J20,asseJ20,J20,revolute,"0,069",0,"-0,069",0,"1,5708",0,rifJ20,0,0,-1,80,"3,61","-3,14","3,14",,,1,"0,1",,,,
